SIM,Es,Mss,Md,Msl,Ms,Mf,Train_Acc [%],Val_Acc [%],Train_F1 [%],Val_F1 [%]
1369,30,5,6,1,0.7,log2,87.07298922245542,84.7960372960373,87.48184607757699,85.4826522019039
1370,30,5,6,1,0.9,sqrt,87.30073709077267,85.13775576275575,88.20683624049659,86.29890094762904
1371,30,5,6,1,0.9,log2,87.41463637193176,84.90983553483554,88.29789985580467,86.17289326308797
1372,30,5,6,3,0.7,sqrt,86.77402642171324,85.08077570577571,87.75960995273076,86.35270885751314
1373,30,5,6,3,0.7,log2,86.74554653202338,84.45399507899506,86.65193572448577,84.52308104212483
1374,30,5,6,3,0.9,sqrt,86.93057963520599,84.79571354571354,87.39140445738511,85.338540507941
1375,30,5,6,3,0.9,log2,87.05873406941022,85.08109945609948,88.00215892529963,86.31736382849962
1376,30,5,7,1,0.7,sqrt,87.41465664953209,85.1375938875939,87.76466163955912,85.7113834850526
1377,30,5,7,1,0.7,log2,87.4004420516876,85.19489769489769,88.2650963087855,86.34577976678825
1378,30,5,7,1,0.9,sqrt,87.51432105524633,85.3655141155141,88.35935331652844,86.52164000670541
1379,30,5,7,1,0.9,log2,87.69938457482942,84.51129888629887,88.0178036929453,85.10218363817111
1380,30,5,7,3,0.7,sqrt,87.10142855694457,84.90983553483552,88.02396829998115,86.15522720924525
1381,30,5,7,3,0.7,log2,87.04446877756486,84.73905723905725,87.46062830620022,85.43362878798459
1382,30,5,7,3,0.9,sqrt,87.21534811570399,84.79587542087543,87.59671054395473,85.39995051458723
1383,30,5,7,3,0.9,log2,87.22957285234865,85.3655141155141,88.11268510059816,86.49467483592568
1384,30,5,8,1,0.7,sqrt,87.62822033640539,84.96681559181557,88.4635545926188,86.17471104864292
1385,30,5,8,1,0.7,log2,87.72784418691893,85.02379564879566,88.03262393475589,85.6060028508546
1386,30,5,8,1,0.9,sqrt,87.84174346807798,84.5677933177933,87.63907998992583,84.54816716986512
1387,30,5,8,1,0.9,log2,87.87018280256713,84.5679551929552,88.16619461846528,85.176983845758
1388,30,5,8,3,0.7,sqrt,87.03025417972037,85.02379564879566,87.44792141339124,85.65825343619291
1389,30,5,8,3,0.7,log2,87.11566343238941,85.5937580937581,88.56436315578578,87.32533183975842
1390,30,5,8,3,0.9,sqrt,87.35771714775274,85.08077570577571,88.23000828038904,86.28712069934919
1391,30,5,8,3,0.9,log2,87.40046232928795,85.02411939911939,88.2616675362358,86.19135733866786
1392,30,5,9,1,0.7,sqrt,87.88447851081303,85.42265604765605,88.65815234472653,86.45302102088854
1393,30,5,9,1,0.7,log2,87.78476341109794,84.73889536389537,88.10188610761536,85.3525933620427
1394,30,5,9,1,0.9,sqrt,88.11223651793047,84.7960372960373,88.37045992770477,85.38962837932955
1395,30,5,9,1,0.9,log2,88.0980117812858,84.73905723905725,88.36385161605143,85.36570658011125
1396,30,5,9,3,0.7,sqrt,87.20108282385863,84.9099974099974,88.10244960343887,86.18304515423392
1397,30,5,9,3,0.7,log2,87.20112337905933,84.96713934213935,88.10162945507966,86.19540180699077
1398,30,5,9,3,0.9,sqrt,87.51432105524633,84.56811706811706,87.85603069297959,85.21341820313489
1399,30,5,9,3,0.9,log2,87.42888138617676,84.56827894327894,87.77592279470674,85.24398649930069
1400,30,5,10,1,0.7,sqrt,87.9841327777271,85.08109945609945,88.2729014270376,85.64016912954105
1401,30,5,10,1,0.7,log2,88.04106214070627,84.96697746697747,88.8110501337844,86.13983782966027
