SIM,PCA_comp,Kernel,C,Train_Acc [%],Val_Acc [%],Train_F1 [%],Val_F1 [%]
0,28,rbf,1.0,58.99771876996076,57.68826081326082,68.55295846176264,67.59568339372282
1,28,rbf,0.5,58.49939674138962,57.40352240352241,68.26355478679346,67.5639818771064
2,28,rbf,0.1,55.352982328071285,54.5561383061383,66.82482242257477,66.18998074944878
3,28,rbf,0.05,53.87245389380622,53.36020461020461,65.62207134830884,65.19288659566091
4,28,rbf,0.01,50.769210491630425,50.51103988603989,39.742283803733905,39.811845870408845
5,28,rbf,0.005,50.769210491630425,50.51103988603989,39.742283803733905,39.811845870408845
6,28,rbf,0.001,50.769210491630425,50.51103988603989,39.742283803733905,39.811845870408845
7,28,sigmoid,1.0,48.092688911194244,47.378917378917386,60.25404123536162,59.71445985787908
8,28,sigmoid,0.5,50.583771836440874,49.94301994301994,63.47390180604575,62.99086062177006
9,28,sigmoid,0.1,52.74775679046142,52.563455063455066,64.5344654920738,64.3579508529551
10,28,sigmoid,0.05,53.57350123186422,53.64494301994303,65.53804314595007,65.62015017111675
11,28,sigmoid,0.01,51.72298770163539,51.08067858067857,65.1269437554531,64.99303781880253
12,28,sigmoid,0.005,50.82619054861047,50.56785806785806,39.83609654906249,39.894658106339214
13,28,sigmoid,0.001,50.82619054861047,50.56785806785806,39.83609654906249,39.894658106339214
14,28,linear,1.0,54.71248390465473,53.53163040663041,67.21531767260211,66.31117834863038
15,28,linear,0.5,54.655554541675535,53.987147112147106,67.11940484758124,66.64139410733296
16,28,linear,0.1,54.38501079782219,53.645104895104886,66.7904626222813,66.22510269742021
17,28,linear,0.05,54.342296032687486,53.70208495208495,66.77721446737752,66.27768477855163
18,28,linear,0.01,54.24263162697326,53.81604506604507,66.72869713933638,66.3905589220785
19,28,linear,0.005,54.31381614299763,53.93000518000518,66.77027144147239,66.50445523511635
20,28,linear,0.001,54.157161541503186,53.92951955451956,66.57566461898641,66.44045454797073
21,28,poly,1.0,55.253409171558644,53.87253949753949,68.06475758349495,67.04224493335464
22,28,poly,0.5,54.99715099715099,53.64478114478114,67.84165351054841,66.85563630643385
23,28,poly,0.1,54.49878841337916,53.87270137270137,67.48312626737113,67.04285750469622
24,28,poly,0.05,54.12860054141193,52.905011655011656,67.35172473316611,66.63889535124424
25,28,poly,0.01,53.032484715758734,52.734071484071485,66.83402789117683,66.66445985858536
26,28,poly,0.005,52.83316604313046,52.62027324527325,66.78662374908183,66.63730412478996
27,28,poly,0.001,52.14978049497623,51.76573426573427,66.91023723682392,66.63476392888158
28,27,rbf,1.0,58.99771876996076,57.68826081326082,68.55295846176264,67.59568339372282
29,27,rbf,0.5,58.49939674138962,57.40352240352241,68.26355478679346,67.5639818771064
30,27,rbf,0.1,55.352982328071285,54.5561383061383,66.82482242257477,66.18998074944878
31,27,rbf,0.05,53.87245389380622,53.36020461020461,65.62207134830884,65.19288659566091
32,27,rbf,0.01,50.769210491630425,50.51103988603989,39.742283803733905,39.811845870408845
33,27,rbf,0.005,50.769210491630425,50.51103988603989,39.742283803733905,39.811845870408845
34,27,rbf,0.001,50.769210491630425,50.51103988603989,39.742283803733905,39.811845870408845
35,27,sigmoid,1.0,48.092688911194244,47.378917378917386,60.25404123536162,59.71445985787908
36,27,sigmoid,0.5,50.583771836440874,49.94301994301994,63.47390180604575,62.99086062177006
37,27,sigmoid,0.1,52.74775679046142,52.563455063455066,64.5344654920738,64.3579508529551
38,27,sigmoid,0.05,53.57350123186422,53.64494301994303,65.53804314595007,65.62015017111675
39,27,sigmoid,0.01,51.72298770163539,51.08067858067857,65.1269437554531,64.99303781880253
40,27,sigmoid,0.005,50.82619054861047,50.56785806785806,39.83609654906249,39.894658106339214
41,27,sigmoid,0.001,50.82619054861047,50.56785806785806,39.83609654906249,39.894658106339214
42,27,linear,1.0,54.71248390465473,53.53163040663041,67.21531767260211,66.31117834863038
43,27,linear,0.5,54.655554541675535,53.987147112147106,67.11940484758124,66.64139410733296
44,27,linear,0.1,54.38501079782219,53.645104895104886,66.7904626222813,66.22510269742021
45,27,linear,0.05,54.342296032687486,53.70208495208495,66.77721446737752,66.27768477855163
46,27,linear,0.01,54.24263162697326,53.81604506604507,66.72869713933638,66.3905589220785
47,27,linear,0.005,54.31381614299763,53.93000518000518,66.77027144147239,66.50445523511635
48,27,linear,0.001,54.157161541503186,53.92951955451956,66.57566461898641,66.44045454797073
49,27,poly,1.0,55.253409171558644,53.87253949753949,68.06475758349495,67.04224493335464
50,27,poly,0.5,54.99715099715099,53.64478114478114,67.84165351054841,66.85563630643385
51,27,poly,0.1,54.49878841337916,53.87270137270137,67.48312626737113,67.04285750469622
52,27,poly,0.05,54.12860054141193,52.905011655011656,67.35172473316611,66.63889535124424
53,27,poly,0.01,53.032484715758734,52.734071484071485,66.83402789117683,66.66445985858536
54,27,poly,0.005,52.83316604313046,52.62027324527325,66.78662374908183,66.63730412478996
55,27,poly,0.001,52.14978049497623,51.76573426573427,66.91023723682392,66.63476392888158
56,26,rbf,1.0,58.99771876996076,57.68826081326082,68.55295846176264,67.59568339372282
57,26,rbf,0.5,58.49939674138962,57.40352240352241,68.26355478679346,67.5639818771064
58,26,rbf,0.1,55.352982328071285,54.5561383061383,66.82482242257477,66.18998074944878
59,26,rbf,0.05,53.87245389380622,53.36020461020461,65.62207134830884,65.19288659566091
60,26,rbf,0.01,50.769210491630425,50.51103988603989,39.742283803733905,39.811845870408845
61,26,rbf,0.005,50.769210491630425,50.51103988603989,39.742283803733905,39.811845870408845
62,26,rbf,0.001,50.769210491630425,50.51103988603989,39.742283803733905,39.811845870408845
63,26,sigmoid,1.0,48.092688911194244,47.378917378917386,60.25404123536162,59.71445985787908
64,26,sigmoid,0.5,50.583771836440874,49.94301994301994,63.47390180604575,62.99086062177006
65,26,sigmoid,0.1,52.74775679046142,52.563455063455066,64.5344654920738,64.3579508529551
66,26,sigmoid,0.05,53.57350123186422,53.64494301994303,65.53804314595007,65.62015017111675
67,26,sigmoid,0.01,51.72298770163539,51.08067858067857,65.1269437554531,64.99303781880253
68,26,sigmoid,0.005,50.82619054861047,50.56785806785806,39.83609654906249,39.894658106339214
69,26,sigmoid,0.001,50.82619054861047,50.56785806785806,39.83609654906249,39.894658106339214
